key;joiningdate;surname;forename;group;newsletter
GI-101307; 1987-09-01; Chaudhury; Satoru; FULL; false
GI-109094; 1995-04-26; Chinal; Miyeon; EMERITUS; true
GI-108023; 1990-08-24; Koblitz; Mart; FULL; false
GI-107576; 1988-02-14; Slobodova; Heon; FULL; false
GI-106619; 1988-01-23; Dayana; Gio; EMERITUS; false
GI-106427; 1990-03-24; Shackel; Kazunori; EMERITUS; false
GI-100590; 1993-08-28; Tagansky; Lokesh; FULL; false
GI-108293; 1987-04-19; Jonsson; Jagoda; EMERITUS; true
GI-101359; 1993-02-01; Brookner; Pascal; FULL; false
GI-107842; 1985-09-02; Luca; Nikolaos; REDUCED; true
GI-104296; 1988-12-15; Matzen; Uta; EMERITUS; false
GI-102510; 1989-03-05; Bain; Girolamo; FULL; true
GI-101441; 1986-10-05; Birke; Sastry; EMERITUS; false
GI-102920; 1995-01-09; Facello; Nahum; EMERITUS; true
GI-101539; 1993-07-26; Bala; Keiichiro; STUDENT; false
GI-100425; 1988-10-26; Braccini; Sanjit; FULL; true
GI-106112; 1998-11-27; Maquelin; Remco; REDUCED; true
GI-102541; 1989-06-16; Erva; Jixiang; FULL; true
GI-106360; 1986-03-16; Lanphier; Sangeeta; FULL; false
GI-103005; 1989-07-14; Ramsay; Monique; STUDENT; true
GI-102454; 1988-03-03; Pocchiola; Stepehn; REDUCED; true
GI-102292; 1996-04-13; Azuma; Xuedong; REDUCED; true
GI-101155; 1990-12-15; Joslin; Serge; REDUCED; false
GI-107657; 1993-04-16; Colorni; Debatosh; FULL; true
GI-104080; 1994-05-28; Flowers; Nathan; STUDENT; false
GI-106843; 1992-11-26; Moehrke; Marcela; REDUCED; true
GI-103787; 1993-01-17; Impagliazzo; Georgi; EMERITUS; false
GI-109568; 1987-04-20; Larfeldt; Susuma; FULL; true
GI-101749; 1987-04-22; Stasinski; Foong; EMERITUS; true
GI-106479; 1990-03-24; Ozery; Toshimitsu; EMERITUS; true
GI-102647; 1997-05-30; Avouris; Gao; FULL; true
GI-101094; 1989-03-31; Ozery; Stamatina; FULL; false
GI-103081; 1986-07-25; Remmele; Zissis; FULL; false
GI-105261; 1986-08-21; Cools; Harngdar; EMERITUS; false
GI-100259; 1987-02-12; Laventhal; Jahangir; REDUCED; false
GI-105883; 1988-07-29; Brendel; Qiwen; EMERITUS; true
GI-105133; 1986-01-16; Luft; Feiyu; EMERITUS; false
GI-101719; 1986-04-04; Dulin; Kristian; EMERITUS; false
GI-106399; 1987-03-11; Genin; Berni; FULL; true
GI-103185; 1998-09-18; Felcyn; Leni; EMERITUS; false
GI-106683; 1996-12-05; Bridgland; Gunilla; REDUCED; true
GI-107762; 1988-04-16; Bhattacharjee; Nectarios; REDUCED; true
GI-109999; 1992-12-29; Silva; Erzsebet; FULL; true
GI-101795; 1988-12-30; Seghrouchni; Fusako; REDUCED; false
GI-100185; 1986-11-21; Giveon; Garnik; REDUCED; false
GI-102944; 1990-03-05; Demeyer; Paraskevi; REDUCED; true
GI-103990; 1987-07-10; Ducloy; Sibyl; REDUCED; false
GI-101301; 1988-11-17; Marrakchi; Koichi; REDUCED; true
GI-105308; 1988-12-10; Garnham; Franziska; EMERITUS; true
GI-103517; 1989-12-22; Eastman; Weidon; FULL; false
GI-109677; 1991-04-25; Aloia; Kerhong; FULL; false
GI-105013; 1995-09-25; Poehlman; Goa; EMERITUS; true
GI-108531; 1990-03-19; Telles; Ung; EMERITUS; true
GI-102102; 1985-10-05; Munck; Shem; REDUCED; true
GI-107058; 1993-03-14; Sessa; Pranay; REDUCED; false
GI-109355; 1987-10-19; Chaudhuri; Odoardo; FULL; true
GI-101710; 1987-07-23; Stifter; Jolita; EMERITUS; true
GI-100483; 1987-12-18; Luff; Kerhong; FULL; false
GI-100803; 1992-09-07; Bugrara; Elvia; STUDENT; true
GI-107224; 1991-12-16; Chaudhuri; Tayeb; FULL; false
GI-100545; 1987-12-05; Tzvieli; Froduald; REDUCED; true
GI-103352; 1993-10-06; Erde; Masato; REDUCED; false
GI-100321; 1988-08-31; Azulay; Yaghout; REDUCED; true
GI-100837; 1992-05-10; Greibach; Kerhong; EMERITUS; true
GI-101466; 1997-12-30; Wroclawski; Aron; EMERITUS; true
GI-105164; 1992-01-06; Fortenbacher; Nikolaus; FULL; true
GI-101100; 1987-03-05; Majewski; Roded; FULL; true
GI-104609; 1993-11-06; Codenie; Jeong; EMERITUS; false
GI-106876; 1985-04-13; Rullman; Yurii; STUDENT; true
GI-108970; 1993-12-02; Leslie; Henk; REDUCED; false
GI-102101; 1985-07-04; Candan; Ishfaq; EMERITUS; true
GI-105114; 1985-10-24; Baak; Heon; FULL; true
GI-108091; 1987-04-12; Encarnacion; Berhard; FULL; false
GI-104684; 1993-02-21; Thorensen; Kirk; EMERITUS; true
GI-100529; 1994-04-13; Karner; Stamatina; FULL; true
GI-101791; 1988-11-17; Horswill; Youpyo; STUDENT; false
GI-105361; 1988-11-07; Comellas; Sadun; EMERITUS; true
GI-106201; 1987-05-21; Muniz; Shounak; STUDENT; false
GI-107075; 1991-07-28; Isard; Zdislav; FULL; false
GI-107070; 1991-04-09; Iivonen; Arvind; EMERITUS; false
GI-106356; 1985-05-21; Siochi; LiMin; EMERITUS; false
GI-107999; 1997-05-27; Simmel; Tommaso; STUDENT; true
GI-107371; 1987-04-07; Siksek; Kensyu; REDUCED; false
GI-107116; 1988-04-25; Peak; Lobel; EMERITUS; true
GI-101333; 1995-12-13; Piazza; Mary; EMERITUS; false
GI-104886; 1985-02-03; Worfolk; Margareta; FULL; true
GI-100756; 1998-03-02; Halloran; Deniz; FULL; true
GI-100750; 1986-04-04; Nannarelli; Shuichi; STUDENT; true
GI-105765; 1993-01-31; Bondorf; Gaetan; REDUCED; false
GI-101987; 1989-02-10; Zielinski; Tzvetan; FULL; false
GI-104125; 1996-11-04; Feldmann; Tuval; STUDENT; true
GI-101590; 1987-02-07; Herath; Saniya; REDUCED; false
GI-103795; 1995-04-24; Bahl; Ennio; REDUCED; false
GI-109892; 1985-09-04; Marsiglia; Eckart; FULL; true
GI-102437; 1988-02-03; Brookner; Vincent; FULL; true
GI-105904; 1991-04-10; Mundy; Kagan; REDUCED; false
GI-108955; 1994-01-19; Oxenboll; Evgueni; FULL; true
GI-109808; 1986-12-05; Perri; Ziyad; FULL; true
GI-108766; 1990-01-18; Trelles; Saeed; STUDENT; true
GI-108773; 1987-08-01; Esposito; Akemi; FULL; true
GI-106517; 1985-09-05; Ranka; Kiyomitsu; FULL; true
GI-102762; 1990-04-30; Baezner; Ramya; FULL; false
GI-104175; 1998-06-14; Remmers; Yongmao; EMERITUS; true
GI-101061; 1993-05-14; Vilarrasa; Susanta; REDUCED; true
GI-106217; 1987-10-25; Sury; Constantino; STUDENT; false
GI-108210; 1996-06-05; Bergere; Jianwen; STUDENT; false
GI-109693; 1993-02-26; Ananiadou; Mohammed; FULL; true
GI-104129; 1991-03-21; Famili; Fares; FULL; true
GI-100532; 1988-06-03; Gihr; Yongmin; EMERITUS; true
GI-109281; 1992-09-01; Ozeki; Taiji; REDUCED; true
GI-103220; 1989-07-26; Basagni; Khatoun; STUDENT; false
GI-104136; 1987-08-20; Mukaidono; Boaz; STUDENT; true
GI-105425; 1993-03-27; Feinberg; Mikhail; EMERITUS; false
GI-107598; 1987-10-19; Duclos; Xiaobin; REDUCED; false
GI-101700; 1992-07-25; Sambasivam; Luisa; EMERITUS; true
GI-105900; 1998-12-23; Mullainathan; Denis; EMERITUS; true
GI-101370; 1988-03-06; Fiebach; Chenye; EMERITUS; false
GI-102613; 1985-10-20; Pellegrinelli; Wanqing; EMERITUS; false
GI-104904; 1991-04-15; Bashian; Aloke; FULL; true
GI-103206; 1987-02-23; Leuchs; Marlo; REDUCED; false
GI-104544; 1994-07-27; Karunanithi; Rosli; FULL; false
GI-103582; 1991-07-07; Yamaashi; Sasan; STUDENT; true
GI-104854; 1989-12-09; Uhrik; Dekang; FULL; false
GI-105543; 1985-03-23; Capobianchi; Ingmar; FULL; false
GI-105387; 1988-02-23; Barreiro; Kwangyoen; FULL; true
GI-102571; 1985-06-19; Pietrzykowski; Yonghoan; FULL; false
GI-105334; 1989-07-17; Macedo; Baziley; FULL; true
GI-104221; 1987-08-03; Tomescu; Miyeon; REDUCED; true
GI-108502; 1988-10-17; Georgatos; Subhankar; STUDENT; false
GI-106103; 1988-07-15; Cooley; Owen; REDUCED; true
GI-101049; 1987-06-19; Ratnaker; Lubomir; FULL; false
GI-107193; 1991-04-21; Beetstra; Chiradeep; EMERITUS; false
GI-109659; 1985-06-04; Swan; Fatemeh; FULL; true
GI-105725; 1988-08-11; Szmurlo; Brewster; REDUCED; false
GI-106599; 1996-10-17; Mahnke; Demin; STUDENT; true
GI-107222; 1987-10-19; Werthner; Babette; REDUCED; false
GI-107938; 1987-01-18; Coorg; Valeri; FULL; true
GI-108844; 1995-11-16; Picel; Billie; FULL; false
GI-107834; 1991-10-06; Kilgore; Guangming; EMERITUS; false
GI-108405; 1994-08-29; Wolniewicz; Girolamo; FULL; true
GI-106345; 1990-03-25; Uchoa; Shugo; EMERITUS; true
GI-103826; 1991-01-15; Brendel; Zhilian; EMERITUS; false
GI-104706; 1988-04-04; Peltason; Muneo; EMERITUS; true
GI-104424; 1988-08-26; Cyre; Utpal; EMERITUS; true
GI-107212; 1986-08-01; Wilharm; Bojan; STUDENT; false
GI-108327; 1985-06-13; Esteva; Elzbieta; FULL; true
GI-103767; 1994-09-27; Harbusch; Chaosheng; EMERITUS; false
GI-101797; 1998-03-03; Lueh; Arno; EMERITUS; false
GI-106595; 1986-07-14; Schlenzig; Tetsushi; FULL; true
GI-106182; 1990-04-30; Swan; Sanjeeva; FULL; false
GI-107519; 1987-05-21; Cooman; Tonny; EMERITUS; false
GI-106181; 1986-06-30; Schaar; Sreenivas; EMERITUS; false
GI-101887; 1992-11-06; Kakkad; Jackson; STUDENT; true
GI-101029; 1986-10-26; Melton; Rafols; FULL; true
GI-107357; 1987-09-06; Schapiro; Nechama; FULL; false
GI-100653; 1999-08-18; Kawashimo; Sadun; FULL; true
GI-100961; 1986-04-03; Thimonier; Arch; REDUCED; true
GI-101610; 1988-01-22; Denna; Cristinel; FULL; true
GI-105689; 1993-07-09; Cairo; Arumugam; EMERITUS; false
GI-103856; 1989-11-17; Scallan; Gurbir; EMERITUS; true
GI-103052; 1990-09-02; Merey; Moriyoshi; FULL; false
GI-105264; 1986-04-20; Narahari; Masaru; EMERITUS; false
GI-102797; 1994-07-07; Denis; Limsoon; FULL; false
GI-101527; 1990-06-02; Petereit; Nevin; EMERITUS; true
GI-103405; 1985-04-29; Wixon; Moti; REDUCED; true
GI-107449; 1991-02-12; Mawatari; Shaw; EMERITUS; false
GI-103394; 1990-11-04; Steinauer; Make; REDUCED; false
GI-100290; 1998-10-20; Fontan; Gino; FULL; false
GI-106890; 1996-09-12; Yoshizawa; Xinan; EMERITUS; true
GI-106566; 1991-08-18; Angelov; Danel; FULL; false
GI-107406; 1987-10-28; Lanteri; Jongsuk; FULL; true
GI-103079; 1994-02-16; Akiyama; Kish; FULL; true
GI-102480; 1990-04-11; Vieth; Kazunori; FULL; true
GI-109901; 1987-12-20; Pileggi; King; FULL; true
GI-109051; 1992-10-04; DeMori; Chriss; EMERITUS; true
GI-107669; 1985-12-31; Spataro; Woody; REDUCED; true
GI-100415; 1988-10-22; Hertweck; Pantung; EMERITUS; false
GI-108498; 1985-11-30; Borovoy; Kensei; FULL; true
GI-100457; 1989-04-18; Zaiane; Udaiprakash; EMERITUS; true
GI-101866; 1986-09-25; Roisin; Jaana; REDUCED; true
GI-104457; 1994-12-12; Fetvedt; Kamakshi; STUDENT; true
GI-100587; 1989-06-10; Baek; Howell; FULL; true
GI-105954; 1985-09-19; Serre; Samphel; FULL; false
GI-104790; 1991-03-20; Bail; Hyuncheol; FULL; true
GI-102012; 1996-02-20; Ritcey; Xudong; REDUCED; false
GI-104710; 1987-04-10; Lupu; Flemming; STUDENT; false
GI-104676; 1985-10-02; Clouatre; Kensei; FULL; true
GI-101501; 1986-02-28; Zumaque; Otilia; FULL; true
GI-103506; 1991-04-11; Maccarone; Olivera; FULL; true
GI-107961; 1994-07-22; Beeson; Atilio; FULL; true
GI-103903; 1998-03-04; Radwan; Nathalie; EMERITUS; false
GI-102110; 1997-04-25; Heusch; Gill; FULL; false
GI-104962; 1986-07-17; Vilarrasa; Zongyan; FULL; false
GI-102719; 1991-12-13; Yoshimura; Saniya; FULL; false
GI-103083; 1995-12-07; Bael; Sastry; EMERITUS; true
GI-106192; 1985-11-26; Khalid; Masali; REDUCED; false
GI-107920; 1997-02-12; Reeken; Fatemeh; STUDENT; true
GI-102601; 1993-01-17; Vitiello; Chenyi; REDUCED; false
GI-102425; 1986-02-08; Bonifati; Cedric; STUDENT; true
GI-100744; 1992-08-22; Ulupinar; Remmert; FULL; true
GI-107840; 1991-09-30; Rahimi; Chikara; EMERITUS; false
GI-102180; 1993-01-31; Staylopatis; Chinhyun; FULL; false
GI-109959; 1987-03-23; Luca; Takushi; REDUCED; false
GI-100739; 1990-05-06; Mansanne; Shao; EMERITUS; false
GI-105496; 1985-07-17; Randt; Uta; EMERITUS; false
GI-103629; 1986-07-27; Bahi; Mara; EMERITUS; true
GI-102600; 1985-11-01; Chachaty; Marco; REDUCED; true
GI-101270; 1990-02-18; Rissland; Ottavia; REDUCED; true
GI-103003; 1985-05-12; Ranon; Margareta; REDUCED; true
GI-101817; 1987-08-17; Tiemann; Oddvar; FULL; true
GI-104969; 1985-09-02; Makinen; Koldo; FULL; true
GI-109908; 1991-09-10; Azadmanesh; Rajmohan; FULL; false
GI-105636; 1988-06-19; Ellozy; Srinidhi; FULL; false
GI-104246; 1991-08-10; Monarch; Mads; REDUCED; true
GI-107464; 1996-05-20; Kambil; Mohammed; FULL; true
GI-106824; 1985-12-01; Bahr; Avishai; STUDENT; false
GI-106727; 1991-12-04; Chenney; JiYoung; EMERITUS; true
GI-106582; 1986-12-04; Ritcey; Nevio; FULL; false
GI-103939; 1990-12-17; Kruskal; Nikolaos; EMERITUS; true
GI-102972; 1986-11-27; Beerel; Alper; EMERITUS; false
GI-103673; 1987-04-26; Champarnaud; Subhada; EMERITUS; false
GI-100780; 1988-03-25; Sambasivam; Yechiam; REDUCED; false
GI-100600; 1989-05-07; Kakkad; Baoqiu; FULL; false
GI-101826; 1995-07-15; Bednarek; Yannik; EMERITUS; true
GI-101711; 1987-06-28; Dychinson; Kwangho; FULL; false
GI-100161; 1988-02-02; Skogmar; Ulf; EMERITUS; false
GI-109972; 1987-04-07; Penttonen; Premal; REDUCED; true
GI-101824; 1988-12-03; Varker; Xiong; REDUCED; true
GI-109745; 1990-12-17; Nollmann; Jaihie; REDUCED; true
GI-101392; 1992-04-16; Gadepally; Marek; REDUCED; true
GI-108761; 1985-06-18; Czaja; Froduald; STUDENT; false
GI-102664; 1985-10-23; Rothe; Dante; REDUCED; false
GI-102071; 1995-04-25; Begiun; Reinhard; EMERITUS; true
GI-103444; 1986-04-06; Spieker; Kauko; FULL; true
GI-104171; 1995-04-03; Salinas; Bluma; REDUCED; false
GI-101877; 1991-08-05; Stenning; Christophe; FULL; true
GI-101884; 1987-08-31; Birnbaum; Anoosh; REDUCED; true
GI-108436; 1986-10-19; Tomescu; Sergi; EMERITUS; true
GI-103920; 1986-02-11; Luiz; Isaac; FULL; true
GI-103840; 1987-10-19; Zwicker; Yongmao; EMERITUS; false
GI-107824; 1987-06-02; dela Grece; Jianwen; REDUCED; false
GI-103771; 1995-10-10; Merro; Hideyuki; STUDENT; false
GI-107400; 1986-11-22; Gronowski; Lein; REDUCED; true
GI-108782; 1988-04-02; Shinomoto; Toshimi; EMERITUS; false
GI-102893; 1988-07-10; Dayang; Ramachenga; STUDENT; false
GI-104998; 1988-04-18; Rebaine; Marko; FULL; true
GI-105682; 1993-02-26; Ramamoorthy; Patricio; FULL; false
GI-108017; 1987-05-13; Constantine; Shirish; FULL; false
GI-103972; 1989-05-02; Muhlberg; Henk; FULL; false
GI-104798; 1993-05-19; Kakkad; Charlotte; STUDENT; true
GI-101621; 1992-08-01; Alameldin; Waiman; FULL; false
GI-101220; 1985-06-04; Zeidenstein; Remko; EMERITUS; true
GI-109682; 1987-08-12; Leaver; Slavian; FULL; true
GI-103130; 1993-06-30; Dulay; Remmert; FULL; false
GI-102069; 1993-04-07; Emmart; Kamakshi; EMERITUS; true
GI-101162; 1993-09-03; Braccini; Ibibia; FULL; true
GI-100355; 1987-01-29; Pews; Lenore; EMERITUS; false
GI-106911; 1997-09-11; Escriba; Petter; FULL; true
GI-101965; 1985-11-11; Bojadziev; Noritoshi; EMERITUS; false
GI-103519; 1985-12-29; Fujisawa; Girolamo; EMERITUS; true
GI-105916; 1988-08-13; Marzano; Danae; EMERITUS; false
GI-100043; 1993-03-26; Munck; Mountaz; EMERITUS; false
GI-108805; 1989-12-23; Buchter; Karoline; EMERITUS; false
GI-102022; 1996-08-11; Nollmann; Sumali; FULL; true
GI-101640; 1991-07-11; Halloran; Xiping; STUDENT; false
GI-109230; 1988-01-19; Magalhaes; Xuejun; REDUCED; true
GI-108853; 1985-06-05; Ananiadou; Munehiko; FULL; false
GI-101231; 1998-03-08; Nannarelli; Sven; STUDENT; true
GI-102206; 1987-04-26; Junet; Boutros; REDUCED; true
GI-102506; 1997-11-11; Luders; Doohun; STUDENT; true
GI-105551; 1987-10-10; Jonsson; Sham; EMERITUS; true
GI-105892; 1985-05-03; Matzen; Elvia; EMERITUS; true
GI-101901; 1985-06-20; Schusler; Prodip; FULL; true
GI-108326; 1986-08-19; Cronau; Kish; EMERITUS; false
GI-107899; 1991-07-01; Gimbel; Tsuneo; EMERITUS; false
GI-106283; 1989-09-15; Irland; Leszek; EMERITUS; true
GI-108340; 1988-07-06; Foote; Shin; FULL; false
GI-104699; 1997-09-07; Schusler; Feipei; EMERITUS; false
GI-107918; 1991-11-11; Barbanera; Radhia; FULL; false
GI-101775; 1995-02-10; Tiemann; Shirish; FULL; false
GI-106511; 1986-08-05; Hempstead; Denis; FULL; false
GI-107910; 1989-05-30; Dayang; Lourdes; STUDENT; false
GI-108645; 1991-09-14; Pitto; Temple; FULL; true
GI-107285; 1989-04-24; Zambonelli; Shem; FULL; false
GI-104360; 1988-10-16; Covnot; Garnik; REDUCED; false
GI-105505; 1994-02-23; Plessier; Gina; FULL; true
GI-104588; 1990-04-16; Porenta; Gladys; REDUCED; true
GI-106216; 1985-12-08; Mitina; Gurbir; REDUCED; false
GI-109770; 1993-10-20; Erie; Mang; FULL; true
GI-102753; 1988-02-27; Pettey; Xuejia; FULL; false
GI-107234; 1989-10-12; Falster; Denis; FULL; true
GI-108947; 1992-05-17; Staudhammer; Heon; EMERITUS; true
GI-106870; 1992-11-15; Azadmanesh; Khalil; EMERITUS; true
GI-108364; 1992-11-25; Thombley; Ymte; REDUCED; false
GI-106476; 1989-05-21; Gien; Gift; REDUCED; false
GI-100492; 1993-10-02; Noriega; Aluzio; REDUCED; true
GI-109923; 1987-10-02; Suppi; Chenye; FULL; true
GI-105674; 1988-07-21; Aseltine; Subhrajyoti; REDUCED; true
GI-104206; 1988-07-25; Mitchem; Bangqing; FULL; false
GI-100460; 1987-07-05; Perko; Yucel; FULL; false
GI-106250; 1992-03-12; Kornyak; Hisao; STUDENT; true
GI-104887; 1988-09-18; Menhoudj; Gennady; REDUCED; false
GI-109171; 1985-12-13; Reghbati; Susumu; STUDENT; false
GI-108879; 1990-04-18; Decaestecker; Geraldo; FULL; true
GI-102539; 1985-11-06; Baba; Christ; EMERITUS; false
GI-106105; 1989-01-07; Rijckaert; Aamod; EMERITUS; false
GI-108266; 1986-02-26; Fiutem; Lijie; FULL; true
GI-109698; 1986-11-16; Lorys; IEEE; REDUCED; true
GI-104156; 1990-12-22; Peha; Zine; FULL; true
GI-101510; 1990-05-10; Varker; Thanasis; FULL; false
GI-108122; 1993-11-25; Boreale; Taisook; STUDENT; false
GI-108336; 1992-06-14; Taneja; Gay; FULL; true
GI-100241; 1985-10-20; Gadepally; Toshimo; EMERITUS; true
GI-107690; 1985-03-20; Reinhard; Gor; FULL; false
GI-103581; 1992-03-15; Vingron; Bokyung; FULL; false
GI-109075; 1989-10-24; Nooteboom; Pramod; FULL; true
GI-106327; 1988-07-28; Flasterstein; Moss; FULL; true
GI-109689; 1988-05-11; Nanard; Ferdinand; EMERITUS; false
GI-100967; 1998-02-18; Klyachko; Valeska; FULL; false
GI-108143; 1990-09-03; Merey; Halsur; EMERITUS; false
GI-102852; 1986-08-28; Deyuan; Rasiah; EMERITUS; false
GI-104260; 1994-05-24; Bazelow; Bernt; FULL; true
GI-104927; 1998-10-06; Maccarone; Remko; REDUCED; false
GI-104800; 1985-05-24; Gornas; Raimond; FULL; false
GI-101401; 1994-10-10; Riexinger; Subbu; FULL; false
GI-102690; 1992-10-23; Hanratty; Shaunak; FULL; true
GI-106640; 1991-03-28; Frezza; Youssef; FULL; true
GI-104111; 1990-02-21; Stiles; Horward; FULL; false
GI-103392; 1985-07-20; Broomell; Jovan; REDUCED; false
GI-104627; 1992-06-27; Hammerschmidt; Yurii; EMERITUS; true
GI-104443; 1990-12-19; Ambroszkiewicz; Masali; EMERITUS; false
GI-102043; 1987-01-03; Godskesen; Jaihie; EMERITUS; false
GI-105047; 1987-06-28; Dichev; Arne; EMERITUS; true
GI-102074; 1995-12-25; Pehl; Janche; STUDENT; false
GI-109038; 1985-02-24; Kaiser; Yucel; REDUCED; false
GI-106100; 1994-12-19; Staelin; Frank; STUDENT; false
GI-109000; 1994-04-25; Linares; Minghong; FULL; true
GI-104630; 1987-02-26; Zucker; Thanasis; EMERITUS; false
GI-109124; 1994-08-29; Bain; Torsten; STUDENT; true
GI-101755; 1986-12-09; Zuberek; Kish; EMERITUS; true
GI-102168; 1985-10-07; Pagter; Yaghout; EMERITUS; false
GI-103356; 1985-12-25; Naudin; Dulce; EMERITUS; false
GI-106606; 1994-11-17; Neiman; Godehard; FULL; true
GI-109142; 1986-01-10; Itschner; Kankanahalli; REDUCED; true
GI-101550; 1989-07-19; Gargeya; Remco; FULL; true
GI-100499; 1986-12-17; Huxford; Fay; REDUCED; false
GI-105715; 1986-03-17; Klassen; Baruch; REDUCED; true
GI-108116; 1988-03-03; Dalphin; Yishai; REDUCED; false
GI-109392; 1993-02-24; Rosenbaum; Gita; REDUCED; false
GI-109458; 1995-04-05; Munch; Thodoros; FULL; false
GI-109672; 1990-09-02; Constantine; Luerbio; FULL; false
GI-103343; 1994-07-30; Marletta; Khalil; FULL; false
GI-101519; 1992-04-12; Bergere; Randi; STUDENT; true
GI-101097; 1987-07-13; Gist; Hilari; REDUCED; false
GI-106023; 1988-09-10; Hasham; Fun; REDUCED; false
GI-107345; 1993-09-02; Zeidenstein; Sven; FULL; true
GI-105678; 1990-07-20; Nyanchama; Danny; EMERITUS; true
GI-105666; 1988-03-12; Wossner; Douadi; EMERITUS; true
GI-107319; 1992-02-13; Gomatam; Gen; STUDENT; true
GI-101394; 1990-06-28; Peck; Deborah; FULL; false
GI-107299; 1993-06-05; Douceur; Uriel; EMERITUS; true
GI-109817; 1985-08-19; Borstler; Makato; EMERITUS; true
GI-102536; 1995-07-06; Crouzet; Halsur; FULL; true
GI-106444; 1987-06-27; Tasistro; Serap; FULL; true
GI-104049; 1996-07-15; Tetzlaff; Shmuel; REDUCED; false
GI-102177; 1991-11-07; Schurmann; Filipp; FULL; false
GI-105740; 1994-04-22; Swick; Dharmaraja; EMERITUS; false
GI-101050; 1988-01-17; Gerlach; Vishwani; EMERITUS; true
GI-101777; 1990-07-20; Tanemo; Tsutomu; REDUCED; false
GI-103490; 1993-09-22; Rabejac; Arvin; FULL; false
GI-109956; 1987-09-14; Giaccio; Zhiguo; REDUCED; true
GI-107157; 1993-09-24; Schlumberger; Rosalyn; FULL; true
GI-100234; 1991-09-25; Slobodova; Udo; EMERITUS; true
GI-109926; 1988-04-28; Besselaar; Masanao; FULL; false
GI-100331; 1991-08-17; Fraisse; Zorica; FULL; false
GI-104083; 1985-11-10; Businaro; Moto; EMERITUS; false
GI-103553; 1986-11-07; Schaad; Hironoby; EMERITUS; true
GI-102001; 1994-09-19; DuBourdieux; Hilari; FULL; false
GI-105672; 1994-10-29; Langford; Angus; STUDENT; true
GI-100849; 1995-06-28; Vural; Jianhua; EMERITUS; false
GI-105976; 1992-10-15; Senzako; Werner; FULL; true
GI-101747; 1986-01-08; Daescu; Berhard; STUDENT; false
GI-104567; 1985-11-16; Lamba; Zejun; EMERITUS; true
GI-107796; 1992-01-09; Harnett; Yishay; EMERITUS; true
GI-104596; 1988-06-02; Lovengreen; Kristina; REDUCED; true
GI-104339; 1988-07-01; Lund; Garnik; EMERITUS; false
GI-105590; 1994-02-10; Budinsky; Fun; REDUCED; false
GI-102340; 1992-12-30; Peyn; Uno; FULL; true
GI-102761; 1986-11-04; Hockney; Leni; EMERITUS; true
GI-105414; 1987-04-26; Hofstetter; Xinyu; FULL; true
GI-106660; 1993-11-25; Badache; Maris; FULL; true
GI-103299; 1986-07-13; Akiyama; Margareta; REDUCED; true
GI-102049; 1986-04-29; Waeselynck; Tru; FULL; false
GI-105093; 1994-04-02; Stroustrup; Aiman; REDUCED; true
GI-104373; 1985-09-18; Billawala; Rasiah; EMERITUS; true
GI-108004; 1989-03-31; Gronowski; Margo; EMERITUS; false
GI-106054; 1989-03-04; Munch; Richard; FULL; true
GI-103525; 1987-10-03; Petersohn; Utpal; FULL; false
GI-103189; 1990-10-22; Kaiserswerth; Shigeo; STUDENT; false
GI-106942; 1988-03-30; Menhardt; Filipp; FULL; false
GI-107909; 1991-11-04; Jayawardene; Fayez; FULL; true
GI-107424; 1993-06-14; Sudkamp; Sham; FULL; false
GI-100569; 1995-09-09; Milicia; Serge; STUDENT; false
GI-100960; 1988-01-07; Morris; Elzbieta; EMERITUS; true
GI-104659; 1990-03-13; Wroclawski; Shigeichiro; STUDENT; false
GI-102755; 1987-06-26; Gonthier; Akeno; FULL; false
GI-103524; 1990-06-18; Hambrick; Rosalyn; FULL; true
GI-104888; 1988-06-23; Ariola; Kensyu; FULL; false
GI-106760; 1987-07-11; Ghemri; Dhritiman; EMERITUS; false
GI-105577; 1993-05-22; Neiman; Xianlong; EMERITUS; true
GI-101578; 1991-07-13; Peternell; Jamaludin; REDUCED; false
GI-106246; 1991-07-14; Morton; Karlis; STUDENT; true
GI-104634; 1986-03-16; Baranowski; Karlis; EMERITUS; true
GI-100635; 1994-06-25; Murtagh; Zhiwei; FULL; false
GI-102137; 1989-03-25; Raoux; Harjit; EMERITUS; false
GI-107094; 1990-03-13; Lienhardt; Uinam; FULL; true
GI-103468; 1985-10-29; Michaels; Zsolt; EMERITUS; false
GI-104057; 1986-09-10; Danner; Uri; EMERITUS; false
GI-103561; 1993-08-14; Bellmore; Franziska; FULL; false
GI-104723; 1991-08-04; Demeyer; Roddy; FULL; false
GI-109988; 1990-01-18; Zizka; Muzhong; EMERITUS; false
GI-107556; 1997-05-28; Rothe; Sorina; FULL; true
GI-104584; 1988-04-29; Schwaller; Kiyokazu; EMERITUS; false
GI-105706; 1990-08-11; Cochrane; Mercedes; STUDENT; false
GI-108979; 1987-12-28; Zolotykh; Tze; EMERITUS; false
GI-105168; 1988-07-26; Belinskaya; Tremaine; EMERITUS; true
GI-105305; 1988-05-26; Perez; Jolita; REDUCED; true
GI-100091; 1991-12-14; Cooke; Gurbir; REDUCED; true
GI-100333; 1994-03-28; Lenart; Jouni; FULL; true
GI-104452; 1991-09-07; Sankaranarayanan; Surveyors; REDUCED; true
GI-105531; 1989-08-24; Hammerschmidt; Phule; EMERITUS; false
